  0 +1.000000 +0.000000
  1 +0.999848 +0.017452
  2 +0.999391 +0.034899
  3 +0.998630 +0.052336
  4 +0.997564 +0.069756
  5 +0.996195 +0.087156
  6 +0.994522 +0.104528
  7 +0.992546 +0.121869
  8 +0.990268 +0.139173
  9 +0.987688 +0.156434
 10 +0.984808 +0.173648
 11 +0.981627 +0.190809
 12 +0.978148 +0.207912
 13 +0.974370 +0.224951
 14 +0.970296 +0.241922
 15 +0.965926 +0.258819
 16 +0.961262 +0.275637
 17 +0.956305 +0.292372
 18 +0.951057 +0.309017
 19 +0.945519 +0.325568
 20 +0.939693 +0.342020
 21 +0.933580 +0.358368
 22 +0.927184 +0.374607
 23 +0.920505 +0.390731
 24 +0.913545 +0.406737
 25 +0.906308 +0.422618
 26 +0.898794 +0.438371
 27 +0.891007 +0.453990
 28 +0.882948 +0.469472
 29 +0.874620 +0.484810
 30 +0.866025 +0.500000
 31 +0.857167 +0.515038
 32 +0.848048 +0.529919
 33 +0.838671 +0.544639
 34 +0.829038 +0.559193
 35 +0.819152 +0.573576
 36 +0.809017 +0.587785
 37 +0.798636 +0.601815
 38 +0.788011 +0.615661
 39 +0.777146 +0.629320
 40 +0.766044 +0.642788
 41 +0.754710 +0.656059
 42 +0.743145 +0.669131
 43 +0.731354 +0.681998
 44 +0.719340 +0.694658
 45 +0.707107 +0.707107
 46 +0.694658 +0.719340
 47 +0.681998 +0.731354
 48 +0.669131 +0.743145
 49 +0.656059 +0.754710
 50 +0.642788 +0.766044
 51 +0.629320 +0.777146
 52 +0.615661 +0.788011
 53 +0.601815 +0.798636
 54 +0.587785 +0.809017
 55 +0.573576 +0.819152
 56 +0.559193 +0.829038
 57 +0.544639 +0.838671
 58 +0.529919 +0.848048
 59 +0.515038 +0.857167
 60 +0.500000 +0.866025
 61 +0.484810 +0.874620
 62 +0.469472 +0.882948
 63 +0.453990 +0.891007
 64 +0.438371 +0.898794
 65 +0.422618 +0.906308
 66 +0.406737 +0.913545
 67 +0.390731 +0.920505
 68 +0.374607 +0.927184
 69 +0.358368 +0.933580
 70 +0.342020 +0.939693
 71 +0.325568 +0.945519
 72 +0.309017 +0.951057
 73 +0.292372 +0.956305
 74 +0.275637 +0.961262
 75 +0.258819 +0.965926
 76 +0.241922 +0.970296
 77 +0.224951 +0.974370
 78 +0.207912 +0.978148
 79 +0.190809 +0.981627
 80 +0.173648 +0.984808
 81 +0.156434 +0.987688
 82 +0.139173 +0.990268
 83 +0.121869 +0.992546
 84 +0.104528 +0.994522
 85 +0.087156 +0.996195
 86 +0.069756 +0.997564
 87 +0.052336 +0.998630
 88 +0.034899 +0.999391
 89 +0.017452 +0.999848
 90 +0.000000 +1.000000
 91 -0.017452 +0.999848
 92 -0.034899 +0.999391
 93 -0.052336 +0.998630
 94 -0.069756 +0.997564
 95 -0.087156 +0.996195
 96 -0.104528 +0.994522
 97 -0.121869 +0.992546
 98 -0.139173 +0.990268
 99 -0.156434 +0.987688
100 -0.173648 +0.984808
101 -0.190809 +0.981627
102 -0.207912 +0.978148
103 -0.224951 +0.974370
104 -0.241922 +0.970296
105 -0.258819 +0.965926
106 -0.275637 +0.961262
107 -0.292372 +0.956305
108 -0.309017 +0.951057
109 -0.325568 +0.945519
110 -0.342020 +0.939693
111 -0.358368 +0.933580
112 -0.374607 +0.927184
113 -0.390731 +0.920505
114 -0.406737 +0.913545
115 -0.422618 +0.906308
116 -0.438371 +0.898794
117 -0.453990 +0.891007
118 -0.469472 +0.882948
119 -0.484810 +0.874620
120 -0.500000 +0.866025
121 -0.515038 +0.857167
122 -0.529919 +0.848048
123 -0.544639 +0.838671
124 -0.559193 +0.829038
125 -0.573576 +0.819152
126 -0.587785 +0.809017
127 -0.601815 +0.798636
128 -0.615661 +0.788011
129 -0.629320 +0.777146
130 -0.642788 +0.766044
131 -0.656059 +0.754710
132 -0.669131 +0.743145
133 -0.681998 +0.731354
134 -0.694658 +0.719340
135 -0.707107 +0.707107
136 -0.719340 +0.694658
137 -0.731354 +0.681998
138 -0.743145 +0.669131
139 -0.754710 +0.656059
140 -0.766044 +0.642788
141 -0.777146 +0.629320
142 -0.788011 +0.615661
143 -0.798636 +0.601815
144 -0.809017 +0.587785
145 -0.819152 +0.573576
146 -0.829038 +0.559193
147 -0.838671 +0.544639
148 -0.848048 +0.529919
149 -0.857167 +0.515038
150 -0.866025 +0.500000
151 -0.874620 +0.484810
152 -0.882948 +0.469472
153 -0.891007 +0.453990
154 -0.898794 +0.438371
155 -0.906308 +0.422618
156 -0.913545 +0.406737
157 -0.920505 +0.390731
158 -0.927184 +0.374607
159 -0.933580 +0.358368
160 -0.939693 +0.342020
161 -0.945519 +0.325568
162 -0.951057 +0.309017
163 -0.956305 +0.292372
164 -0.961262 +0.275637
165 -0.965926 +0.258819
166 -0.970296 +0.241922
167 -0.974370 +0.224951
168 -0.978148 +0.207912
169 -0.981627 +0.190809
170 -0.984808 +0.173648
171 -0.987688 +0.156434
172 -0.990268 +0.139173
173 -0.992546 +0.121869
174 -0.994522 +0.104528
175 -0.996195 +0.087156
176 -0.997564 +0.069756
177 -0.998630 +0.052336
178 -0.999391 +0.034899
179 -0.999848 +0.017452
180 -1.000000 +0.000000
181 -0.999848 -0.017452
182 -0.999391 -0.034899
183 -0.998630 -0.052336
184 -0.997564 -0.069756
185 -0.996195 -0.087156
186 -0.994522 -0.104528
187 -0.992546 -0.121869
188 -0.990268 -0.139173
189 -0.987688 -0.156434
190 -0.984808 -0.173648
191 -0.981627 -0.190809
192 -0.978148 -0.207912
193 -0.974370 -0.224951
194 -0.970296 -0.241922
195 -0.965926 -0.258819
196 -0.961262 -0.275637
197 -0.956305 -0.292372
198 -0.951057 -0.309017
199 -0.945519 -0.325568
200 -0.939693 -0.342020
201 -0.933580 -0.358368
202 -0.927184 -0.374607
203 -0.920505 -0.390731
204 -0.913545 -0.406737
205 -0.906308 -0.422618
206 -0.898794 -0.438371
207 -0.891007 -0.453990
208 -0.882948 -0.469472
209 -0.874620 -0.484810
210 -0.866025 -0.500000
211 -0.857167 -0.515038
212 -0.848048 -0.529919
213 -0.838671 -0.544639
214 -0.829038 -0.559193
